name,price,url
Smartphone Samsung Galaxy A01 32GB Vermelho,799.0,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a01-32gb-vermelho-2gb-ram-tela-57-cam-dupla-cam-selfie-5mp/p/155574700/te/gx01/
name,price,url
Smartphone Samsung Galaxy A01 32GB Vermelho,799.0,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a01-32gb-vermelho-2gb-ram-tela-57-cam-dupla-cam-selfie-5mp/p/155574700/te/gx01/
Smartphone Motorola One Fusion 128GB Azul Safira,1439.1,https://www.magazineluiza.com.br/smartphone-motorola-one-fusion-128gb-azul-safira-4gb-ram-tela-65-cam-quadrupla-selfie-8mp/p/155587400/te/mtof/
Smartphone Motorola Moto G8 Power Lite 64GB Aqua,1199.0,https://www.magazineluiza.com.br/smartphone-motorola-moto-g8-power-lite-64gb-aqua-4g-octa-core-4gb-ram-65-cam-tripla-selfie-8mp/p/155578300/te/srmt/
Smartphone Samsung Galaxy A01 32GB Azul Octa-Core,799.0,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a01-32gb-azul-octa-core-2gb-ram-tela-57-cam-dupla-cam-selfie-5mp/p/155574500/te/gx01/
Smartphone Samsung Galaxy A71 128GB Azul 6GB RAM,2045.07,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a71-128gb-azul-6gb-ram-tela-67-cam-quadrupla-cam-selfie-32mp/p/155572900/te/galx/
Smartphone Samsung Galaxy A01 Core 32GB Preto,699.0,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a01-core-32gb-preto-processador-quad-core-2gb-ram-cam-8mp-selfie-5mp/p/155585400/te/galx/
Smartphone Motorola Moto G9 Play 64GB Verde,1349.1,https://www.magazineluiza.com.br/smartphone-motorola-moto-g9-play-64gb-verde-turquesa-4gb-ram-65-cam-tripla-selfie-8mp/p/155590400/te/g9py/
"iPhone XR Apple 64GB Preto 6,1” 12MP iOS",3599.0,https://www.magazineluiza.com.br/iphone-xr-apple-64gb-preto-61-12mp-ios/p/155610600/te/ipxr/
Smartphone Samsung Galaxy A31 128GB Branco 4G,1799.0,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a31-128gb-branco-4g-octa-core-4gb-ram-tela-64-cam-quadrupla-selfie/p/155581800/te/ga31/
Smartphone Samsung Galaxy A10s 32GB Vermelho,899.99,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a10s-32gb-vermelho-4g-2gb-ram-62-cam-dupla-selfie-8mp/p/155568600/te/s10s/
Smartphone Samsung Galaxy A01 32GB Preto Octa-Core,799.0,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a01-32gb-preto-octa-core-2gb-ram-tela-57-cam-dupla-cam-selfie-5mp/p/155574300/te/gx01/
Smartphone Motorola Moto E6S 64GB Azul Navy 4G,1022.07,https://www.magazineluiza.com.br/smartphone-motorola-moto-e6s-64gb-azul-navy-4g-octa-core-4gb-ram-61-cam-dupla-selfie-5mp/p/155587600/te/me6s/
Smartphone LG K22 Red 4G Quad-Core 2GB RAM,799.0,https://www.magazineluiza.com.br/smartphone-lg-k22-red-4g-quad-core-2gb-ram-tela-62-cam-dupla-selfie-5mp-dual-chip/p/155587900/te/telg/
"iPhone XR Apple 64GB Branco 6,1” 12MP",3599.0,https://www.magazineluiza.com.br/iphone-xr-apple-64gb-branco-61-12mp/p/155607600/te/ipxr/
Samsung Galaxy M51 Desbloqueado 128GB Dual Sim Android 10.0 Tela 6.67”,2299.0,https://www.magazineluiza.com.br/samsung-galaxy-m51-desbloqueado-128gb-dual-sim-android-10-0-tela-6-67/p/gcg8bj88b4/te/galx/
Smartphone Motorola Moto G9 Play 64GB Azul Safira,1349.1,https://www.magazineluiza.com.br/smartphone-motorola-moto-g9-play-64gb-azul-safira-4g-octa-core-4gb-ram-65-cam-tripla-selfie-8mp/p/155590300/te/srmt/
iPhone 11 64GB - Branco,4502.05,https://www.magazineluiza.com.br/iphone-11-64gb-branco-apple/p/cb8k67k64h/te/ip11/
Smartphone Samsung Galaxy A71 128GB Preto 6GB RAM,2045.07,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a71-128gb-preto-6gb-ram-tela-67-cam-quadrupla-cam-selfie-32mp/p/155572500/te/galx/
Smartphone Samsung Galaxy A51 128GB Branco 4G,1899.0,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a51-128gb-branco-4g-4gb-ram-65-cam-quadrupla-cam-selfie-32mp/p/155572100/te/ga51/
Smartphone LG K52 64GB Cinza 4G Octa-Core 3GB RAM,1022.07,https://www.magazineluiza.com.br/smartphone-lg-k52-64gb-cinza-4g-octa-core-3gb-ram-tela-659-cam-quadrupla-selfie-8mp-dual-chip/p/155593000/te/telg/
Smartphone Samsung Galaxy A01 Core 32GB Vermelho,699.0,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a01-core-32gb-vermelho-processador-quad-core-2gb-ram-cam-8mp-selfie-5mp/p/155585800/te/galx/
Smartphone Samsung Galaxy A51 128GB Cinza 4G Octa,1899.0,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a51-128gb-cinza-4g-octa-core-4gb-ram-65/p/155587000/te/ga51/
Smartphone Samsung Galaxy S20+ 128GB Cosmic Gray,3202.3,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s20-128gb-cosmic-gray-8gb-ram-tela-67-cam-quadrupla-selfie-10mp/p/155577400/te/gs20/
Smartphone Motorola Moto G9 Play 64GB Rosa Quartzo,1349.1,https://www.magazineluiza.com.br/smartphone-motorola-moto-g9-play-64gb-rosa-quartzo-4g-octa-core-4gb-ram-65-cam-tripla-selfie-8mp/p/155590500/te/srmt/
Smartphone Samsung Galaxy S20+ 128GB Cloud Blue,3202.3,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-s20-128gb-cloud-blue-8gb-ram-tela-67-cam-quadrupla-selfie-10mp/p/155577600/te/gs2m/
Smartphone Samsung Galaxy A01 Core 32GB Azul,699.0,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-a01-core-32gb-azul-processador-quad-core-2gb-ram-cam-8mp-selfie-5mp/p/155585600/te/galx/
Samsung Galaxy M51 Desbloqueado 128GB Dual Sim Android 10.0 Tela 6.67”,2299.0,https://www.magazineluiza.com.br/samsung-galaxy-m51-desbloqueado-128gb-dual-sim-android-10-0-tela-6-67/p/kfekcc1603/te/galx/
Smartphone Samsung Galaxy M31 128GB Preto 4G,1749.0,https://www.magazineluiza.com.br/smartphone-samsung-galaxy-m31-128gb-preto-4g-6gb-ram-tela-64-cam-quadrupla-selfie-32mp/p/226424500/te/gm31/
Smartphone Motorola One Fusion 64GB Azul Safira,1394.07,https://www.magazineluiza.com.br/smartphone-motorola-one-fusion-64gb-azul-safira-4g-4gb-ram-tela-65-cam-quadrupla-selfie-8mp/p/155585900/te/mtof/
